High,Low,Open,Close,Volume,Adj Close
3370.0,3170.0,3180.0,3300.0,384332100.0,3106.220947265625
3360.0,3210.0,3350.0,3210.0,254497400.0,3021.505615234375
3180.0,3000.0,3180.0,3030.0,443231300.0,2852.075439453125
3130.0,2900.0,3130.0,2970.0,372347500.0,2795.598876953125
3040.0,2800.0,2900.0,3030.0,472128400.0,2852.075439453125
3050.0,2890.0,3040.0,2900.0,230766700.0,2729.709228515625
3150.0,2960.0,2970.0,3130.0,338682000.0,2946.203369140625
3200.0,3080.0,3200.0,3100.0,218180800.0,2917.965087890625
3120.0,3040.0,3050.0,3050.0,130942600.0,2870.90087890625
3110.0,3060.0,3080.0,3100.0,166969600.0,2917.965087890625
3110.0,3030.0,3100.0,3060.0,95377000.0,2880.31396484375
3060.0,2980.0,3020.0,3010.0,171421500.0,2833.25
3140.0,3010.0,3050.0,3120.0,308484300.0,2936.79052734375
3110.0,3040.0,3100.0,3060.0,158209300.0,2880.31396484375
3120.0,3020.0,3100.0,3030.0,147306200.0,2852.075439453125
3060.0,2980.0,3040.0,3040.0,118809900.0,2861.48828125
3110.0,3030.0,3070.0,3030.0,134014700.0,2852.075439453125
3070.0,3030.0,3040.0,3060.0,101290700.0,2880.31396484375
3090.0,3040.0,3090.0,3060.0,169484600.0,2880.31396484375
3090.0,3040.0,3060.0,3050.0,49472800.0,2870.90087890625
3100.0,3030.0,3070.0,3040.0,134677700.0,2861.48828125
3080.0,3030.0,3070.0,3030.0,207371700.0,2852.075439453125
3200.0,3030.0,3040.0,3190.0,339667600.0,3002.679931640625
3230.0,3140.0,3190.0,3140.0,192182300.0,2955.615966796875
3150.0,3100.0,3130.0,3110.0,107116200.0,2927.3779296875
3180.0,3050.0,3130.0,3160.0,95863700.0,2974.44189453125
3250.0,3130.0,3160.0,3170.0,211237700.0,2983.8544921875
3240.0,3130.0,3200.0,3130.0,165721200.0,2946.203369140625
3160.0,3130.0,3130.0,3140.0,117097200.0,2955.615966796875
3150.0,3100.0,3140.0,3100.0,119587700.0,2917.965087890625
3130.0,3030.0,3100.0,3050.0,136548700.0,2870.90087890625
3180.0,3050.0,3050.0,3150.0,204157000.0,2965.029052734375
3170.0,3090.0,3160.0,3100.0,173557500.0,2917.965087890625
3160.0,3100.0,3120.0,3140.0,147857700.0,2955.615966796875
3140.0,3090.0,3130.0,3090.0,94805600.0,2908.55224609375
3150.0,3090.0,3090.0,3150.0,94516900.0,2965.029052734375
3170.0,3100.0,3160.0,3140.0,103419800.0,2955.615966796875
3150.0,3100.0,3140.0,3120.0,67176700.0,2936.79052734375
3170.0,3110.0,3130.0,3160.0,78478700.0,2974.44189453125
3180.0,2970.0,3170.0,2990.0,339279900.0,2814.42431640625
3080.0,3000.0,3000.0,3080.0,156288000.0,2899.139404296875
3110.0,3040.0,3100.0,3080.0,161496000.0,2899.139404296875
3130.0,3090.0,3100.0,3110.0,114602400.0,2927.3779296875
3130.0,3060.0,3110.0,3110.0,89917300.0,2927.3779296875
3150.0,3100.0,3110.0,3130.0,91465200.0,2946.203369140625
3220.0,3130.0,3130.0,3190.0,172459100.0,3002.679931640625
3370.0,3190.0,3190.0,3350.0,459419200.0,3153.28466796875
3450.0,3300.0,3350.0,3330.0,214222600.0,3134.459228515625
3350.0,3280.0,3330.0,3340.0,99152200.0,3143.8720703125
3530.0,3340.0,3340.0,3520.0,262001000.0,3313.30224609375
