Date,Close
2019-01-01,3660.0
2019-01-02,3610.0
2019-01-03,3620.0
2019-01-04,3660.0
2019-01-07,3660.0
2019-01-08,3680.0
2019-01-09,3720.0
2019-01-10,3750.0
2019-01-11,3730.0
2019-01-14,3790.0
2019-01-15,3780.0
2019-01-16,3780.0
2019-01-17,3810.0
2019-01-18,3820.0
2019-01-21,3800.0
2019-01-22,3770.0
2019-01-23,3770.0
2019-01-24,3790.0
2019-01-25,3780.0
2019-01-28,3780.0
2019-01-29,3690.0
2019-01-30,3750.0
2019-01-31,3850.0
2019-02-01,3920.0
2019-02-04,3900.0
2019-02-05,3900.0
2019-02-06,3920.0
2019-02-07,3930.0
2019-02-08,3890.0
2019-02-11,3870.0
2019-02-12,3850.0
2019-02-13,3790.0
2019-02-14,3800.0
2019-02-15,3770.0
2019-02-18,3840.0
2019-02-19,3910.0
2019-02-20,3890.0
2019-02-21,3910.0
2019-02-22,3900.0
2019-02-25,3960.0
2019-02-26,3940.0
2019-02-27,3870.0
2019-02-28,3850.0
2019-03-01,3870.0
2019-03-04,3880.0
2019-03-05,3860.0
2019-03-06,3900.0
2019-03-07,3900.0
2019-03-08,3850.0
2019-03-11,3860.0
2019-03-12,3840.0
2019-03-13,3790.0
2019-03-14,3840.0
2019-03-15,3950.0
2019-03-18,4000.0
2019-03-19,3980.0
2019-03-20,3990.0
2019-03-21,3990.0
2019-03-22,4050.0
2019-03-25,4010.0
2019-03-26,4060.0
2019-03-27,4050.0
2019-03-28,4070.0
2019-03-29,4110.0
2019-04-01,4150.0
2019-04-02,4150.0
2019-04-03,4150.0
2019-04-04,4220.0
2019-04-05,4270.0
2019-04-08,4250.0
2019-04-09,4300.0
2019-04-10,4310.0
2019-04-11,4300.0
2019-04-12,4310.0
2019-04-15,4350.0
2019-04-16,4340.0
2019-04-17,4340.0
2019-04-18,4460.0
2019-04-19,4460.0
2019-04-22,4440.0
2019-04-23,4430.0
2019-04-24,4400.0
2019-04-25,4330.0
2019-04-26,4330.0
2019-04-29,4340.0
2019-04-30,4370.0
2019-05-01,4370.0
2019-05-02,4370.0
2019-05-03,4380.0
2019-05-06,4230.0
2019-05-07,4250.0
2019-05-08,4220.0
2019-05-09,4120.0
2019-05-10,4120.0
2019-05-13,4100.0
2019-05-14,4050.0
2019-05-15,3890.0
2019-05-16,3860.0
2019-05-17,3790.0
2019-05-20,3750.0
2019-05-21,3750.0
2019-05-22,3770.0
2019-05-23,3850.0
2019-05-24,3850.0
2019-05-27,3920.0
2019-05-28,3810.0
2019-05-29,3940.0
2019-05-30,3940.0
2019-05-31,4100.0
2019-06-03,4100.0
2019-06-04,4100.0
2019-06-05,4100.0
2019-06-06,4100.0
2019-06-07,4100.0
2019-06-10,4230.0
2019-06-11,4230.0
2019-06-12,4210.0
2019-06-13,4200.0
2019-06-14,4230.0
2019-06-17,4200.0
2019-06-18,4260.0
2019-06-20,4310.0
2019-06-21,4360.0
2019-06-24,4310.0
2019-06-25,4330.0
2019-06-26,4360.0
2019-06-27,4380.0
2019-06-28,4360.0
2019-07-01,4420.0
2019-07-02,4410.0
2019-07-03,4400.0
2019-07-04,4390.0
2019-07-05,4400.0
2019-07-08,4400.0
2019-07-09,4410.0
2019-07-10,4470.0
2019-07-11,4510.0
2019-07-12,4510.0
2019-07-15,4530.0
2019-07-16,4550.0
2019-07-17,4520.0
2019-07-18,4450.0
2019-07-19,4480.0
2019-07-22,4500.0
2019-07-23,4490.0
2019-07-24,4450.0
2019-07-25,4460.0
2019-07-26,4440.0
2019-07-29,4460.0
2019-07-30,4500.0
2019-07-31,4480.0
2019-08-01,4450.0
2019-08-02,4450.0
2019-08-05,4270.0
2019-08-06,4100.0
2019-08-07,4250.0
2019-08-08,4290.0
2019-08-09,4330.0
2019-08-12,4300.0
2019-08-13,4280.0
2019-08-14,4330.0
2019-08-15,4250.0
2019-08-16,4210.0
2019-08-19,4180.0
2019-08-20,4100.0
2019-08-21,4050.0
2019-08-22,4070.0
2019-08-23,4080.0
2019-08-26,4070.0
2019-08-27,4200.0
2019-08-28,4190.0
2019-08-29,4200.0
2019-08-30,4270.0
2019-09-02,4220.0
2019-09-03,4150.0
2019-09-04,4160.0
2019-09-05,4220.0
2019-09-06,4270.0
2019-09-09,4170.0
2019-09-10,4190.0
2019-09-11,4250.0
2019-09-12,4280.0
2019-09-13,4310.0
2019-09-16,4190.0
2019-09-17,4250.0
2019-09-18,4240.0
2019-09-19,4220.0
2019-09-20,4160.0
2019-09-23,4180.0
2019-09-24,4110.0
2019-09-25,4080.0
2019-09-26,4210.0
2019-09-27,4180.0
2019-09-30,4120.0
2019-10-01,4070.0
2019-10-02,3930.0
2019-10-03,3810.0
2019-10-04,3950.0
2019-10-07,3900.0
2019-10-08,3930.0
2019-10-09,3960.0
2019-10-10,3890.0
2019-10-11,3920.0
2019-10-14,3920.0
2019-10-15,3940.0
2019-10-16,3990.0
2019-10-17,4050.0
2019-10-18,4170.0
2019-10-21,4120.0
2019-10-22,4140.0
2019-10-23,4180.0
2019-10-24,4300.0
2019-10-25,4230.0
2019-10-28,4230.0
2019-10-29,4230.0
2019-10-30,4250.0
2019-10-31,4210.0
2019-11-01,4180.0
2019-11-04,4160.0
2019-11-05,4300.0
2019-11-06,4160.0
2019-11-07,4000.0
2019-11-08,3990.0
2019-11-11,4000.0
2019-11-12,4000.0
2019-11-13,3960.0
2019-11-14,3940.0
2019-11-15,4090.0
2019-11-18,4120.0
2019-11-19,4190.0
2019-11-20,4220.0
2019-11-21,4220.0
2019-11-22,4210.0
2019-11-25,4130.0
2019-11-26,4150.0
2019-11-27,4170.0
2019-11-28,4050.0
2019-11-29,4090.0
2019-12-02,4210.0
2019-12-03,4170.0
2019-12-04,4130.0
2019-12-05,4220.0
2019-12-06,4170.0
2019-12-09,4180.0
2019-12-10,4170.0
2019-12-11,4210.0
2019-12-12,4250.0
2019-12-13,4280.0
2019-12-16,4330.0
2019-12-17,4350.0
2019-12-18,4400.0
2019-12-19,4350.0
2019-12-20,4360.0
2019-12-23,4450.0
2019-12-26,4410.0
2019-12-27,4430.0
2019-12-30,4400.0
2020-01-02,4410.0
2020-01-03,4420.0
2020-01-06,4370.0
2020-01-07,4400.0
2020-01-08,4380.0
2020-01-09,4400.0
2020-01-10,4410.0
2020-01-13,4510.0
2020-01-14,4570.0
2020-01-15,4580.0
2020-01-16,4570.0
2020-01-17,4630.0
2020-01-20,4660.0
2020-01-21,4670.0
2020-01-22,4710.0
2020-01-23,4740.0
2020-01-24,4740.0
2020-01-27,4650.0
2020-01-28,4620.0
2020-01-29,4620.0
2020-01-30,4580.0
2020-01-31,4460.0
2020-02-03,4460.0
2020-02-04,4560.0
2020-02-05,4560.0
2020-02-06,4550.0
2020-02-07,4550.0
2020-02-10,4500.0
2020-02-11,4510.0
2020-02-12,4530.0
2020-02-13,4570.0
2020-02-14,4550.0
2020-02-17,4470.0
2020-02-18,4400.0
2020-02-19,4480.0
2020-02-20,4560.0
2020-02-21,4510.0
2020-02-24,4490.0
2020-02-25,4500.0
2020-02-26,4480.0
2020-02-27,4130.0
2020-02-28,4190.0
2020-03-02,3980.0
2020-03-03,4100.0
2020-03-04,4220.0
2020-03-05,4150.0
2020-03-06,4010.0
2020-03-09,3750.0
2020-03-10,3910.0
2020-03-11,3910.0
2020-03-12,3610.0
2020-03-13,3720.0
2020-03-16,3500.0
2020-03-17,3260.0
2020-03-18,3140.0
2020-03-19,2930.0
2020-03-20,2810.0
2020-03-23,2620.0
2020-03-24,2440.0
2020-03-26,2940.0
2020-03-27,3230.0
2020-03-30,3010.0
2020-03-31,3020.0
2020-04-01,2930.0
2020-04-02,2870.0
2020-04-03,2890.0
2020-04-06,3020.0
2020-04-07,3030.0
2020-04-08,2820.0
2020-04-09,2790.0
2020-04-13,2770.0
2020-04-14,2900.0
2020-04-15,2760.0
2020-04-16,2610.0
2020-04-17,2830.0
2020-04-20,2780.0
2020-04-21,2720.0
2020-04-22,2790.0
2020-04-23,2800.0
2020-04-24,2630.0
2020-04-27,2660.0
2020-04-28,2590.0
2020-04-29,2580.0
2020-04-30,2730.0
2020-05-04,2630.0
2020-05-05,2630.0
2020-05-06,2620.0
2020-05-08,2590.0
2020-05-11,2620.0
2020-05-12,2490.0
2020-05-13,2470.0
2020-05-14,2350.0
2020-05-15,2240.0
2020-05-18,2170.0
2020-05-19,2370.0
2020-05-20,2480.0
2020-05-26,2520.0
2020-05-27,2630.0
2020-05-28,2730.0
2020-05-29,2950.0
2020-06-02,3180.0
2020-06-03,3100.0
2020-06-04,3060.0
2020-06-05,3110.0
2020-06-08,3300.0
2020-06-09,3210.0
2020-06-10,3030.0
2020-06-11,2970.0
2020-06-12,3030.0
2020-06-15,2900.0
2020-06-16,3130.0
2020-06-17,3100.0
2020-06-18,3050.0
2020-06-19,3100.0
2020-06-22,3060.0
2020-06-23,3010.0
2020-06-24,3120.0
2020-06-25,3060.0
2020-06-26,3030.0
2020-06-29,3040.0
2020-06-30,3030.0
2020-07-01,3060.0
2020-07-02,3060.0
2020-07-03,3050.0
2020-07-06,3040.0
2020-07-07,3030.0
2020-07-08,3190.0
2020-07-09,3140.0
2020-07-10,3110.0
2020-07-13,3160.0
2020-07-14,3170.0
2020-07-15,3130.0
2020-07-16,3140.0
2020-07-17,3100.0
2020-07-20,3050.0
2020-07-21,3150.0
2020-07-22,3100.0
2020-07-23,3140.0
2020-07-24,3090.0
2020-07-27,3150.0
2020-07-28,3140.0
2020-07-29,3120.0
2020-07-30,3160.0
2020-08-03,2990.0
2020-08-04,3080.0
2020-08-05,3080.0
2020-08-06,3110.0
2020-08-07,3110.0
2020-08-10,3130.0
2020-08-11,3190.0
