Date,Close
2019-01-01,3750.0
2019-01-02,3730.0
2019-01-03,3740.0
2019-01-04,3710.0
2019-01-07,3770.0
2019-01-08,3800.0
2019-01-09,3730.0
2019-01-10,3800.0
2019-01-11,3860.0
2019-01-14,3850.0
2019-01-15,3930.0
2019-01-16,3990.0
2019-01-17,3990.0
2019-01-18,4020.0
2019-01-21,4030.0
2019-01-22,4000.0
2019-01-23,3920.0
2019-01-24,3860.0
2019-01-25,3880.0
2019-01-28,3780.0
2019-01-29,3840.0
2019-01-30,3860.0
2019-01-31,3900.0
2019-02-01,3870.0
2019-02-04,3780.0
2019-02-05,3780.0
2019-02-06,3860.0
2019-02-07,3860.0
2019-02-08,3850.0
2019-02-11,3930.0
2019-02-12,3820.0
2019-02-13,3790.0
2019-02-14,3740.0
2019-02-15,3790.0
2019-02-18,3900.0
2019-02-19,3920.0
2019-02-20,3870.0
2019-02-21,3870.0
2019-02-22,3840.0
2019-02-25,3910.0
2019-02-26,3930.0
2019-02-27,3910.0
2019-02-28,3860.0
2019-03-01,3910.0
2019-03-04,3850.0
2019-03-05,3870.0
2019-03-06,3820.0
2019-03-07,3820.0
2019-03-08,3740.0
2019-03-11,3800.0
2019-03-12,3760.0
2019-03-13,3720.0
2019-03-14,3740.0
2019-03-15,3750.0
2019-03-18,3820.0
2019-03-19,3780.0
2019-03-20,3760.0
2019-03-21,3790.0
2019-03-22,3800.0
2019-03-25,3790.0
2019-03-26,3820.0
2019-03-27,3820.0
2019-03-28,3880.0
2019-03-29,3960.0
2019-04-01,3930.0
2019-04-02,3930.0
2019-04-03,3930.0
2019-04-04,4030.0
2019-04-05,4060.0
2019-04-08,3950.0
2019-04-09,3950.0
2019-04-10,3930.0
2019-04-11,3890.0
2019-04-12,3830.0
2019-04-15,3830.0
2019-04-16,3870.0
2019-04-17,3870.0
2019-04-18,3860.0
2019-04-19,3860.0
2019-04-22,3780.0
2019-04-23,3850.0
2019-04-24,3840.0
2019-04-25,3830.0
2019-04-26,3910.0
2019-04-29,3860.0
2019-04-30,3790.0
2019-05-01,3790.0
2019-05-02,3830.0
2019-05-03,3820.0
2019-05-06,3840.0
2019-05-07,3900.0
2019-05-08,3900.0
2019-05-09,3800.0
2019-05-10,3790.0
2019-05-13,3770.0
2019-05-14,3760.0
2019-05-15,3660.0
2019-05-16,3600.0
2019-05-17,3510.0
2019-05-20,3600.0
2019-05-21,3600.0
2019-05-22,3540.0
2019-05-23,3660.0
2019-05-24,3750.0
2019-05-27,3820.0
2019-05-28,3690.0
2019-05-29,3780.0
2019-05-30,3780.0
2019-05-31,3900.0
2019-06-03,3900.0
2019-06-04,3900.0
2019-06-05,3900.0
2019-06-06,3900.0
2019-06-07,3900.0
2019-06-10,4040.0
2019-06-11,4020.0
2019-06-12,3940.0
2019-06-13,3990.0
2019-06-14,3990.0
2019-06-17,3900.0
2019-06-18,3980.0
2019-06-20,4040.0
2019-06-21,4040.0
2019-06-24,3980.0
2019-06-25,4010.0
2019-06-26,3980.0
2019-06-27,4090.0
2019-06-28,4140.0
2019-07-01,4220.0
2019-07-02,4250.0
2019-07-03,4240.0
2019-07-04,4250.0
2019-07-05,4280.0
2019-07-08,4270.0
2019-07-09,4350.0
2019-07-10,4290.0
2019-07-11,4270.0
2019-07-12,4180.0
2019-07-15,4280.0
2019-07-16,4240.0
2019-07-17,4230.0
2019-07-18,4240.0
2019-07-19,4270.0
2019-07-22,4260.0
2019-07-23,4250.0
2019-07-24,4190.0
2019-07-25,4210.0
2019-07-26,4160.0
2019-07-29,4200.0
2019-07-30,4270.0
2019-07-31,4300.0
2019-08-01,4280.0
2019-08-02,4280.0
2019-08-05,4080.0
2019-08-06,4130.0
2019-08-07,4210.0
2019-08-08,4260.0
2019-08-09,4260.0
2019-08-12,4260.0
2019-08-13,4250.0
2019-08-14,4290.0
2019-08-15,4290.0
2019-08-16,4280.0
2019-08-19,4340.0
2019-08-20,4470.0
2019-08-21,4410.0
2019-08-22,4450.0
2019-08-23,4380.0
2019-08-26,4330.0
2019-08-27,4380.0
2019-08-28,4370.0
2019-08-29,4380.0
2019-08-30,4450.0
2019-09-02,4410.0
2019-09-03,4350.0
2019-09-04,4290.0
2019-09-05,4320.0
2019-09-06,4210.0
2019-09-09,4270.0
2019-09-10,4270.0
2019-09-11,4250.0
2019-09-12,4170.0
2019-09-13,4160.0
2019-09-16,4220.0
2019-09-17,4270.0
2019-09-18,4250.0
2019-09-19,4210.0
2019-09-20,4290.0
2019-09-23,4250.0
2019-09-24,4210.0
2019-09-25,4220.0
2019-09-26,4360.0
2019-09-27,4310.0
2019-09-30,4310.0
2019-10-01,4250.0
2019-10-02,4200.0
2019-10-03,4200.0
2019-10-04,4190.0
2019-10-07,4110.0
2019-10-08,4090.0
2019-10-09,4120.0
2019-10-10,4110.0
2019-10-11,4170.0
2019-10-14,4190.0
2019-10-15,4170.0
2019-10-16,4170.0
2019-10-17,4170.0
2019-10-18,4190.0
2019-10-21,4200.0
2019-10-22,4230.0
2019-10-23,4260.0
2019-10-24,4350.0
2019-10-25,4280.0
2019-10-28,4260.0
2019-10-29,4330.0
2019-10-30,4270.0
2019-10-31,4110.0
2019-11-01,4080.0
2019-11-04,4150.0
2019-11-05,4200.0
2019-11-06,4120.0
2019-11-07,4070.0
2019-11-08,4110.0
2019-11-11,4100.0
2019-11-12,4180.0
2019-11-13,4150.0
2019-11-14,4050.0
2019-11-15,4080.0
2019-11-18,4000.0
2019-11-19,4020.0
2019-11-20,4090.0
2019-11-21,4020.0
2019-11-22,4050.0
2019-11-25,3950.0
2019-11-26,3860.0
2019-11-27,3880.0
2019-11-28,3820.0
2019-11-29,3930.0
2019-12-02,3950.0
2019-12-03,3920.0
2019-12-04,3990.0
2019-12-05,4060.0
2019-12-06,4100.0
2019-12-09,4070.0
2019-12-10,4040.0
2019-12-11,4050.0
2019-12-12,3950.0
2019-12-13,3990.0
2019-12-16,3970.0
2019-12-17,3980.0
2019-12-18,3990.0
2019-12-19,3900.0
2019-12-20,4020.0
2019-12-23,4020.0
2019-12-26,4000.0
2019-12-27,3990.0
2019-12-30,3970.0
2020-01-02,3910.0
2020-01-03,3980.0
2020-01-06,3960.0
2020-01-07,3940.0
2020-01-08,3900.0
2020-01-09,3960.0
2020-01-10,3980.0
2020-01-13,4030.0
2020-01-14,3950.0
2020-01-15,3880.0
2020-01-16,3850.0
2020-01-17,3810.0
2020-01-20,3810.0
2020-01-21,3890.0
2020-01-22,3860.0
2020-01-23,3880.0
2020-01-24,3920.0
2020-01-27,3840.0
2020-01-28,3830.0
2020-01-29,3900.0
2020-01-30,3860.0
2020-01-31,3800.0
2020-02-03,3740.0
2020-02-04,3760.0
2020-02-05,3770.0
2020-02-06,3760.0
2020-02-07,3790.0
2020-02-10,3810.0
2020-02-11,3790.0
2020-02-12,3820.0
2020-02-13,3730.0
2020-02-14,3640.0
2020-02-17,3610.0
2020-02-18,3620.0
2020-02-19,3620.0
2020-02-20,3630.0
2020-02-21,3690.0
2020-02-24,3640.0
2020-02-25,3590.0
2020-02-26,3510.0
2020-02-27,3470.0
2020-02-28,3490.0
2020-03-02,3440.0
2020-03-03,3620.0
2020-03-04,3830.0
2020-03-05,3830.0
2020-03-06,3750.0
2020-03-09,3500.0
2020-03-10,3490.0
2020-03-11,3400.0
2020-03-12,3310.0
2020-03-13,3310.0
2020-03-16,3160.0
2020-03-17,2940.0
2020-03-18,2810.0
2020-03-19,2620.0
2020-03-20,2880.0
2020-03-23,2680.0
2020-03-24,2620.0
2020-03-26,2980.0
2020-03-27,3090.0
2020-03-30,3140.0
2020-03-31,3160.0
2020-04-01,3100.0
2020-04-02,3130.0
2020-04-03,3200.0
2020-04-06,3330.0
2020-04-07,3220.0
2020-04-08,3110.0
2020-04-09,3120.0
2020-04-13,3180.0
2020-04-14,3240.0
2020-04-15,3110.0
2020-04-16,3000.0
2020-04-17,3230.0
2020-04-20,3120.0
2020-04-21,3070.0
